id,observed_on,quality_grade,captive_cultivated,latitude,longitude,scientific_name,common_name
26527563,2019-06-04,research,false,41.927772564,-73.2880898644,Limenitis archippus,Viceroy
26528246,2019-06-06,research,false,40.6166867221,-78.4783439269,Limenitis archippus,Viceroy
26536431,2019-06-06,research,false,29.260625,-98.5163033333,Limenitis archippus,Viceroy
26563731,2019-06-06,research,false,32.8672028953,-97.2751584504,Limenitis archippus,Viceroy
26569237,2019-06-07,research,false,42.23531,-71.7752133333,Limenitis archippus,Viceroy
26571953,2019-06-07,research,false,32.8478914377,-96.8772665353,Limenitis archippus,Viceroy
26571955,2019-06-07,research,false,32.8482723988,-96.8774348562,Limenitis archippus,Viceroy
26576564,2019-06-07,research,false,30.2167167,-97.6505828,Limenitis archippus,Viceroy
26578183,2019-06-07,research,false,43.776229,-73.079847,Limenitis archippus,Viceroy
26586409,2019-06-01,research,false,31.4823371592,-110.8829570123,Limenitis archippus,Viceroy
26598031,2019-06-04,research,false,39.1497595273,-84.5295005935,Limenitis archippus,Viceroy
26600102,2019-06-06,research,false,42.6705797778,-85.3138614994,Limenitis archippus,Viceroy
26613842,2019-06-08,research,false,32.3118451752,-97.0159216175,Limenitis archippus,Viceroy
26625018,2019-06-08,research,false,41.61565358,-93.54803371,Limenitis archippus,Viceroy
26627656,2019-06-08,research,false,30.41043436,-97.79304971,Limenitis archippus,Viceroy
26628123,2019-06-07,research,false,33.05020384,-96.84553053,Limenitis archippus,Viceroy
26630603,2019-06-07,research,false,33.05008352,-96.84940852,Limenitis archippus,Viceroy
26630736,2019-06-08,research,false,30.1453051705,-84.1408471636,Limenitis archippus,Viceroy
26642434,2019-06-07,research,false,40.6058083207,-78.4596394861,Limenitis archippus,Viceroy
26648769,2019-06-08,research,false,42.081919067,-75.9786914131,Limenitis archippus,Viceroy
26655023,2019-06-06,research,false,32.7900913,-97.1147862,Limenitis archippus,Viceroy
26657090,2019-06-08,research,false,41.2471168625,-88.1943390998,Limenitis archippus,Viceroy
26658968,2019-06-05,research,false,40.7781802679,-81.1219482509,Limenitis archippus,Viceroy
26675705,2019-06-09,research,false,42.0500707839,-71.1773142168,Limenitis archippus,Viceroy
26676687,2019-06-08,research,false,41.8982204,-72.7018976,Limenitis archippus,Viceroy
26689021,2019-06-09,research,false,33.0655200019,-96.9557698935,Limenitis archippus,Viceroy
26698454,2019-06-09,research,false,35.7793039458,-78.8830799464,Limenitis archippus,Viceroy
26706875,2019-06-08,research,false,33.6647846209,-96.6480051484,Limenitis archippus,Viceroy
26707625,2019-06-09,research,false,42.1688026043,-82.8395037277,Limenitis archippus,Viceroy
26714341,2019-06-09,research,false,41.0076733731,-81.9594441779,Limenitis archippus,Viceroy
